payment_id,ride_id,payment_method,payment_status,tip_amount
P01350,R01350,Credit Card,Success,50.82
P01351,R01351,Credit Card,Success,84.2
P01352,R01352,Cash,Success,123.43
P01353,R01353,Credit Card,Failed,35.49
P01354,R01354,Cash,Pending,4.69
P01355,R01355,Cash,Failed,62.46
P01356,R01356,Cash,Pending,134.01
P01357,R01357,Cash,Success,42.53
P01358,R01358,Cash,Success,9.87
P01359,R01359,Debit Card,Success,16.47
P01360,R01360,UPI,Success,66.21
P01361,R01361,Cash,Pending,70.15
P01362,R01362,Credit Card,Success,33.44
P01363,R01363,Credit Card,Pending,59.97
P01364,R01364,UPI,Failed,149.15
P01365,R01365,UPI,Pending,28.77
P01366,R01366,Cash,Pending,68.68
P01367,R01367,UPI,Failed,79.75
P01368,R01368,Cash,Pending,82.26
P01369,R01369,UPI,Success,41.36
P01370,R01370,Credit Card,Pending,67.86
P01371,R01371,Cash,Success,107.23
P01372,R01372,Debit Card,Pending,145.14
P01373,R01373,Cash,Failed,142.79
P01374,R01374,Cash,Failed,4.16
P01375,R01375,Credit Card,Failed,63.06
P01376,R01376,Cash,Failed,122.33
P01377,R01377,UPI,Success,20.14
P01378,R01378,Credit Card,Pending,14.96
P01379,R01379,Debit Card,Pending,69.53
P01380,R01380,Credit Card,Failed,42.01
P01381,R01381,Debit Card,Success,112.21
P01382,R01382,Credit Card,Pending,1.73
P01383,R01383,Debit Card,Success,45.99
P01384,R01384,UPI,Failed,91.34
P01385,R01385,Cash,Pending,97.09
P01386,R01386,Debit Card,Failed,58.73
P01387,R01387,Debit Card,Pending,105.89
P01388,R01388,Credit Card,Success,70.58
P01389,R01389,UPI,Success,74.1
P01390,R01390,Credit Card,Success,81.87
P01391,R01391,Credit Card,Failed,16.36
P01392,R01392,Debit Card,Failed,74.77
P01393,R01393,UPI,Success,107.91
P01394,R01394,UPI,Failed,144.45
P01395,R01395,Credit Card,Pending,115.93
P01396,R01396,Debit Card,Success,85.25
P01397,R01397,Debit Card,Failed,6.48
P01398,R01398,Credit Card,Pending,146.06
P01399,R01399,Cash,Pending,125.89
P01400,R01400,Credit Card,Failed,91.68
P01401,R01401,Cash,Success,129.54
P01402,R01402,Credit Card,Pending,52.0
P01403,R01403,UPI,Failed,87.23
P01404,R01404,UPI,Pending,62.9
P01405,R01405,Cash,Pending,67.91
P01406,R01406,Cash,Pending,127.53
P01407,R01407,Cash,Pending,59.85
P01408,R01408,UPI,Failed,139.33
P01409,R01409,Credit Card,Failed,97.3
P01410,R01410,Cash,Pending,42.91
P01411,R01411,UPI,Success,56.69
P01412,R01412,Credit Card,Pending,111.74
P01413,R01413,Credit Card,Failed,3.36
P01414,R01414,Cash,Failed,43.7
P01415,R01415,UPI,Failed,106.19
P01416,R01416,Cash,Success,137.17
P01417,R01417,UPI,Failed,125.67
P01418,R01418,Debit Card,Success,122.53
P01419,R01419,Credit Card,Pending,149.79
P01420,R01420,Debit Card,Failed,130.16
P01421,R01421,Cash,Pending,79.48
P01422,R01422,UPI,Failed,112.28
P01423,R01423,Debit Card,Pending,56.18
P01424,R01424,UPI,Success,58.12
P01425,R01425,UPI,Pending,79.7
P01426,R01426,Credit Card,Success,128.05
P01427,R01427,UPI,Failed,3.12
P01428,R01428,Debit Card,Pending,124.3
P01429,R01429,Debit Card,Pending,138.66
P01430,R01430,Credit Card,Success,30.22
P01431,R01431,Credit Card,Success,135.68
P01432,R01432,Credit Card,Failed,99.97
P01433,R01433,UPI,Failed,71.82
P01434,R01434,Cash,Success,87.75
P01435,R01435,UPI,Pending,5.56
P01436,R01436,Debit Card,Success,110.63
P01437,R01437,Cash,Pending,82.69
P01438,R01438,UPI,Success,91.78
P01439,R01439,UPI,Failed,81.53
P01440,R01440,Debit Card,Failed,57.69
P01441,R01441,Cash,Pending,122.09
P01442,R01442,Cash,Pending,107.97
P01443,R01443,UPI,Success,129.29
P01444,R01444,Cash,Failed,19.34
P01445,R01445,UPI,Pending,44.55
P01446,R01446,Cash,Success,16.77
P01447,R01447,Cash,Pending,64.87
P01448,R01448,Cash,Failed,92.03
P01449,R01449,Credit Card,Pending,59.96
P01450,R01450,Credit Card,Pending,108.86
P01451,R01451,Debit Card,Success,45.84
P01452,R01452,Credit Card,Pending,139.86
P01453,R01453,Cash,Failed,125.42
P01454,R01454,Credit Card,Failed,110.53
P01455,R01455,Cash,Success,11.22
P01456,R01456,Credit Card,Failed,4.25
P01457,R01457,Cash,Success,134.08
P01458,R01458,Credit Card,Success,115.98
P01459,R01459,Debit Card,Success,8.79
P01460,R01460,Debit Card,Success,86.02
P01461,R01461,Cash,Failed,20.32
P01462,R01462,Credit Card,Success,108.59
P01463,R01463,UPI,Pending,7.55
P01464,R01464,Credit Card,Success,122.49
P01465,R01465,Debit Card,Failed,71.07
P01466,R01466,Credit Card,Failed,86.26
P01467,R01467,UPI,Pending,120.09
P01468,R01468,UPI,Failed,17.78
P01469,R01469,Cash,Failed,77.85
P01470,R01470,Credit Card,Success,142.86
P01471,R01471,Cash,Success,15.03
P01472,R01472,Cash,Pending,76.64
P01473,R01473,Cash,Success,138.4
P01474,R01474,Debit Card,Pending,71.55
P01475,R01475,UPI,Pending,11.94
P01476,R01476,Debit Card,Failed,122.88
P01477,R01477,Cash,Pending,39.32
P01478,R01478,UPI,Pending,134.8
P01479,R01479,UPI,Failed,117.58
P01480,R01480,UPI,Failed,94.22
P01481,R01481,Cash,Failed,104.91
P01482,R01482,Cash,Pending,80.68
P01483,R01483,Debit Card,Success,50.63
P01484,R01484,Cash,Success,47.75
P01485,R01485,Credit Card,Pending,21.78
P01486,R01486,Debit Card,Failed,20.06
P01487,R01487,Cash,Pending,134.81
P01488,R01488,Cash,Success,35.12
P01489,R01489,Credit Card,Failed,21.3
P01490,R01490,Cash,Success,47.78
P01491,R01491,Credit Card,Failed,59.45
P01492,R01492,UPI,Success,76.49
P01493,R01493,Credit Card,Success,47.93
P01494,R01494,Credit Card,Success,119.85
P01495,R01495,Credit Card,Success,136.29
P01496,R01496,UPI,Success,34.39
P01497,R01497,Debit Card,Success,141.69
P01498,R01498,Debit Card,Pending,96.39
P01499,R01499,UPI,Pending,78.37
P01500,R01500,UPI,Failed,126.42
P01501,R01501,UPI,Pending,22.72
P01502,R01502,Cash,Success,17.66
P01503,R01503,Debit Card,Pending,58.87
P01504,R01504,Cash,Failed,144.63
P01505,R01505,UPI,Success,115.06
P01506,R01506,Cash,Failed,7.15
P01507,R01507,Credit Card,Success,89.06
P01508,R01508,Credit Card,Pending,137.07
P01509,R01509,Debit Card,Success,74.69
P01510,R01510,Credit Card,Pending,96.5
P01511,R01511,Credit Card,Success,98.88
P01512,R01512,Cash,Failed,50.38
P01513,R01513,Cash,Success,109.43
P01514,R01514,Cash,Success,20.48
P01515,R01515,Credit Card,Success,40.86
P01516,R01516,Credit Card,Success,84.32
P01517,R01517,Debit Card,Success,140.31
P01518,R01518,Cash,Pending,126.86
P01519,R01519,Credit Card,Failed,67.97
P01520,R01520,UPI,Pending,5.41
P01521,R01521,Debit Card,Pending,128.69
P01522,R01522,Credit Card,Failed,85.83
P01523,R01523,UPI,Success,52.58
P01524,R01524,UPI,Failed,7.83
P01525,R01525,Cash,Pending,46.55
P01526,R01526,UPI,Pending,56.26
P01527,R01527,Debit Card,Pending,23.43
P01528,R01528,Cash,Pending,50.52
P01529,R01529,Credit Card,Failed,132.54
P01530,R01530,UPI,Success,116.82
P01531,R01531,Debit Card,Pending,108.14
P01532,R01532,Debit Card,Pending,106.56
P01533,R01533,UPI,Pending,5.79
P01534,R01534,Debit Card,Pending,52.0
P01535,R01535,Cash,Failed,7.38
P01536,R01536,Cash,Pending,11.34
P01537,R01537,Debit Card,Failed,21.82
P01538,R01538,Cash,Failed,114.43
P01539,R01539,Credit Card,Pending,102.27
P01540,R01540,UPI,Failed,131.14
P01541,R01541,Debit Card,Failed,135.06
P01542,R01542,Debit Card,Success,116.38
P01543,R01543,Credit Card,Failed,108.18
P01544,R01544,Cash,Failed,42.41
P01545,R01545,Debit Card,Success,15.2
P01546,R01546,UPI,Failed,59.28
P01547,R01547,UPI,Failed,23.37
P01548,R01548,Credit Card,Failed,119.62
P01549,R01549,UPI,Pending,105.68
P01550,R01550,Debit Card,Pending,35.88
P01551,R01551,Cash,Failed,97.9
P01552,R01552,Debit Card,Pending,76.14
P01553,R01553,Debit Card,Pending,4.96
P01554,R01554,UPI,Success,130.64
P01555,R01555,UPI,Pending,28.85
P01556,R01556,Credit Card,Success,97.99
P01557,R01557,Credit Card,Pending,44.58
P01558,R01558,Cash,Failed,126.81
P01559,R01559,Credit Card,Pending,29.77
P01560,R01560,Credit Card,Pending,135.13
P01561,R01561,Credit Card,Failed,134.47
P01562,R01562,Credit Card,Success,57.2
P01563,R01563,Cash,Pending,130.86
P01564,R01564,Debit Card,Failed,107.52
P01565,R01565,Debit Card,Pending,62.27
P01566,R01566,UPI,Success,85.21
P01567,R01567,UPI,Pending,22.21
P01568,R01568,Debit Card,Failed,88.86
P01569,R01569,Cash,Failed,33.3
P01570,R01570,Credit Card,Pending,38.78
P01571,R01571,Cash,Success,18.98
P01572,R01572,Cash,Failed,50.78
P01573,R01573,Credit Card,Success,114.87
P01574,R01574,Credit Card,Pending,38.05
P01575,R01575,Cash,Pending,146.78
P01576,R01576,Debit Card,Failed,14.04
P01577,R01577,Credit Card,Success,139.77
P01578,R01578,UPI,Failed,142.32
P01579,R01579,UPI,Failed,65.12
P01580,R01580,Debit Card,Pending,76.39
P01581,R01581,UPI,Pending,109.14
P01582,R01582,Credit Card,Success,149.03
P01583,R01583,Cash,Success,62.13
P01584,R01584,Cash,Failed,32.93
P01585,R01585,UPI,Success,27.74
P01586,R01586,Credit Card,Pending,143.06
P01587,R01587,UPI,Failed,131.3
P01588,R01588,Credit Card,Failed,28.05
P01589,R01589,Credit Card,Pending,62.4
P01590,R01590,UPI,Success,68.68
P01591,R01591,UPI,Success,88.56
P01592,R01592,UPI,Pending,146.0
P01593,R01593,Cash,Pending,39.46
P01594,R01594,Cash,Failed,80.78
P01595,R01595,Cash,Pending,130.92
P01596,R01596,Cash,Success,126.98
P01597,R01597,Cash,Pending,145.53
P01598,R01598,Debit Card,Success,36.32
P01599,R01599,UPI,Success,39.04
P01600,R01600,Cash,Success,109.54
P01601,R01601,Cash,Pending,49.83
P01602,R01602,UPI,Pending,25.49
P01603,R01603,Debit Card,Failed,110.78
P01604,R01604,UPI,Success,62.1
P01605,R01605,Cash,Failed,92.75
P01606,R01606,Cash,Success,141.62
P01607,R01607,Credit Card,Success,67.48
P01608,R01608,UPI,Success,76.42
P01609,R01609,Cash,Pending,101.53
P01610,R01610,Credit Card,Failed,51.49
P01611,R01611,Cash,Pending,4.51
P01612,R01612,UPI,Pending,79.79
P01613,R01613,Debit Card,Failed,12.45
P01614,R01614,UPI,Pending,47.71
P01615,R01615,Credit Card,Pending,44.69
P01616,R01616,Cash,Failed,134.56
P01617,R01617,Credit Card,Success,58.75
P01618,R01618,Credit Card,Failed,141.38
P01619,R01619,Debit Card,Success,117.79
P01620,R01620,Cash,Success,122.62
P01621,R01621,Credit Card,Failed,18.82
P01622,R01622,Debit Card,Failed,3.29
P01623,R01623,Cash,Failed,90.68
P01624,R01624,UPI,Success,51.01
P01625,R01625,Cash,Failed,58.92
P01626,R01626,Credit Card,Success,84.59
P01627,R01627,UPI,Pending,55.38
P01628,R01628,Cash,Success,75.56
P01629,R01629,Debit Card,Pending,101.42
P01630,R01630,Debit Card,Success,128.32
P01631,R01631,Cash,Pending,104.97
P01632,R01632,Credit Card,Success,61.86
P01633,R01633,Debit Card,Success,109.86
P01634,R01634,Debit Card,Failed,21.35
P01635,R01635,Credit Card,Success,146.79
P01636,R01636,Cash,Failed,112.32
P01637,R01637,Debit Card,Pending,137.07
P01638,R01638,Credit Card,Success,5.36
P01639,R01639,UPI,Pending,149.64
P01640,R01640,Debit Card,Failed,128.89
P01641,R01641,Debit Card,Failed,110.69
P01642,R01642,Debit Card,Success,90.45
P01643,R01643,Cash,Failed,102.4
P01644,R01644,Cash,Failed,41.35
P01645,R01645,Debit Card,Failed,98.38
P01646,R01646,Cash,Success,42.1
P01647,R01647,Debit Card,Pending,59.13
P01648,R01648,Credit Card,Success,144.67
P01649,R01649,Credit Card,Failed,48.97
P01650,R01650,Credit Card,Success,49.51
P01651,R01651,UPI,Pending,31.67
P01652,R01652,Debit Card,Success,8.64
P01653,R01653,Cash,Pending,71.01
P01654,R01654,Cash,Success,138.7
P01655,R01655,Debit Card,Failed,77.97
P01656,R01656,Debit Card,Pending,134.31
P01657,R01657,Debit Card,Pending,25.65
P01658,R01658,UPI,Success,132.84
P01659,R01659,UPI,Pending,20.09
P01660,R01660,Debit Card,Failed,77.39
P01661,R01661,Debit Card,Pending,89.47
P01662,R01662,Cash,Success,112.75
P01663,R01663,Debit Card,Failed,37.05
P01664,R01664,Cash,Pending,6.09
P01665,R01665,Credit Card,Pending,147.37
P01666,R01666,Cash,Pending,19.2
P01667,R01667,UPI,Pending,37.35
P01668,R01668,Debit Card,Pending,4.09
P01669,R01669,UPI,Failed,106.24
P01670,R01670,Cash,Pending,26.65
P01671,R01671,Debit Card,Failed,111.9
P01672,R01672,Credit Card,Success,118.41
P01673,R01673,Cash,Success,111.58
P01674,R01674,Debit Card,Success,18.96
P01675,R01675,Cash,Success,128.36
P01676,R01676,Cash,Pending,3.91
P01677,R01677,UPI,Success,6.46
P01678,R01678,UPI,Failed,28.59
P01679,R01679,UPI,Failed,2.45
P01680,R01680,Cash,Failed,52.55
P01681,R01681,Debit Card,Failed,107.74
P01682,R01682,Credit Card,Pending,89.89
P01683,R01683,Debit Card,Success,62.21
P01684,R01684,UPI,Success,119.48
P01685,R01685,Cash,Pending,5.95
P01686,R01686,Credit Card,Pending,71.78
P01687,R01687,Credit Card,Failed,120.77
P01688,R01688,Cash,Success,50.25
P01689,R01689,Debit Card,Failed,107.39
P01690,R01690,Debit Card,Success,59.22
P01691,R01691,Credit Card,Pending,34.45
P01692,R01692,Debit Card,Failed,20.49
P01693,R01693,UPI,Success,16.65
P01694,R01694,Credit Card,Pending,54.18
P01695,R01695,Cash,Success,34.74
P01696,R01696,UPI,Pending,131.19
P01697,R01697,Cash,Pending,44.87
P01698,R01698,Credit Card,Failed,113.36
P01699,R01699,UPI,Pending,77.74
P01700,R01700,Cash,Success,128.42
P01701,R01701,Debit Card,Failed,116.98
P01702,R01702,Credit Card,Success,4.4
P01703,R01703,Cash,Success,93.29
P01704,R01704,Debit Card,Success,129.16
P01705,R01705,Debit Card,Failed,25.45
P01706,R01706,Cash,Success,98.04
P01707,R01707,UPI,Success,98.93
P01708,R01708,Cash,Pending,67.16
P01709,R01709,Credit Card,Pending,96.28
P01710,R01710,Debit Card,Pending,87.25
P01711,R01711,Credit Card,Success,145.68
P01712,R01712,Cash,Success,32.36
P01713,R01713,UPI,Pending,88.3
P01714,R01714,Cash,Pending,118.04
P01715,R01715,UPI,Success,56.43
P01716,R01716,Credit Card,Failed,128.16
P01717,R01717,UPI,Success,9.31
P01718,R01718,Cash,Failed,25.65
P01719,R01719,Credit Card,Pending,19.75
P01720,R01720,UPI,Failed,146.78
P01721,R01721,Credit Card,Success,36.58
P01722,R01722,Cash,Success,51.96
P01723,R01723,Cash,Pending,69.09
P01724,R01724,Debit Card,Failed,109.65
P01725,R01725,Cash,Pending,13.0
P01726,R01726,Debit Card,Success,144.18
P01727,R01727,Debit Card,Success,29.12
P01728,R01728,Debit Card,Pending,28.58
P01729,R01729,Cash,Failed,85.43
P01730,R01730,UPI,Pending,136.02
P01731,R01731,Cash,Pending,138.81
P01732,R01732,Cash,Pending,114.54
P01733,R01733,Credit Card,Success,129.09
P01734,R01734,Credit Card,Failed,37.91
P01735,R01735,Cash,Pending,115.28
P01736,R01736,Credit Card,Success,149.05
P01737,R01737,Cash,Failed,41.0
P01738,R01738,Debit Card,Failed,82.17
P01739,R01739,Debit Card,Success,24.76
P01740,R01740,Credit Card,Pending,139.72
P01741,R01741,Credit Card,Failed,121.37
P01742,R01742,Credit Card,Pending,58.74
P01743,R01743,Credit Card,Pending,106.52
P01744,R01744,Debit Card,Success,56.03
P01745,R01745,UPI,Failed,74.48
P01746,R01746,Cash,Failed,137.88
P01747,R01747,Credit Card,Pending,95.81
P01748,R01748,UPI,Failed,98.1
P01749,R01749,Debit Card,Failed,84.75
P01750,R01750,Cash,Success,66.24
P01751,R01751,Cash,Failed,21.32
P01752,R01752,Credit Card,Pending,138.52
P01753,R01753,Cash,Success,129.72
P01754,R01754,UPI,Pending,55.21
P01755,R01755,Cash,Failed,66.97
P01756,R01756,Debit Card,Failed,90.76
P01757,R01757,Credit Card,Success,0.61
P01758,R01758,Credit Card,Failed,13.21
P01759,R01759,Credit Card,Failed,99.47
P01760,R01760,Cash,Failed,10.63
P01761,R01761,Debit Card,Failed,37.65
P01762,R01762,Cash,Failed,56.27
P01763,R01763,Cash,Failed,88.47
P01764,R01764,Debit Card,Pending,109.94
P01765,R01765,UPI,Pending,98.0
P01766,R01766,Debit Card,Failed,112.18
P01767,R01767,Cash,Pending,51.55
P01768,R01768,UPI,Pending,118.29
P01769,R01769,UPI,Success,38.88
P01770,R01770,Cash,Failed,133.37
P01771,R01771,Debit Card,Failed,30.55
P01772,R01772,Cash,Pending,9.44
P01773,R01773,UPI,Failed,8.03
P01774,R01774,UPI,Pending,55.57
P01775,R01775,Credit Card,Pending,125.2
P01776,R01776,UPI,Success,47.82
P01777,R01777,Cash,Failed,76.85
P01778,R01778,Debit Card,Failed,55.44
P01779,R01779,Credit Card,Success,146.04
P01780,R01780,Cash,Failed,110.91
P01781,R01781,Debit Card,Success,80.03
P01782,R01782,Cash,Failed,125.05
P01783,R01783,UPI,Failed,61.1
P01784,R01784,Credit Card,Pending,9.97
P01785,R01785,Cash,Pending,6.81
P01786,R01786,Credit Card,Pending,77.19
P01787,R01787,Cash,Success,143.3
P01788,R01788,Credit Card,Pending,106.47
P01789,R01789,Credit Card,Failed,47.39
P01790,R01790,Cash,Success,129.08
P01791,R01791,Cash,Pending,131.59
P01792,R01792,Credit Card,Pending,138.85
P01793,R01793,Cash,Pending,84.46
P01794,R01794,Credit Card,Success,127.46
P01795,R01795,Cash,Failed,75.23
P01796,R01796,Credit Card,Success,2.89
P01797,R01797,Debit Card,Failed,94.97
P01798,R01798,UPI,Success,88.05
P01799,R01799,UPI,Pending,120.21
P01800,R01800,Debit Card,Failed,30.67
P01801,R01801,Credit Card,Success,95.19
P01802,R01802,UPI,Failed,130.07
P01803,R01803,Cash,Pending,108.32
P01804,R01804,Cash,Success,36.51
P01805,R01805,UPI,Failed,110.06
P01806,R01806,Credit Card,Success,0.93
P01807,R01807,Cash,Pending,56.62
P01808,R01808,Cash,Failed,89.44
P01809,R01809,Debit Card,Pending,82.74
P01810,R01810,Credit Card,Success,37.0
P01811,R01811,Debit Card,Pending,33.34
P01812,R01812,Debit Card,Success,85.35
P01813,R01813,Debit Card,Pending,149.6
P01814,R01814,Debit Card,Success,3.6
P01815,R01815,Cash,Failed,70.84
P01816,R01816,Credit Card,Pending,76.2
P01817,R01817,Cash,Pending,48.9
P01818,R01818,Credit Card,Pending,23.08
P01819,R01819,Debit Card,Failed,9.11
P01820,R01820,Debit Card,Pending,32.08
P01821,R01821,Cash,Pending,26.1
P01822,R01822,Credit Card,Pending,94.63
P01823,R01823,Credit Card,Success,149.49
P01824,R01824,Credit Card,Success,34.84
P01825,R01825,Credit Card,Failed,136.57
P01826,R01826,Debit Card,Success,18.86
P01827,R01827,Cash,Failed,137.21
P01828,R01828,UPI,Pending,57.98
P01829,R01829,Credit Card,Pending,132.84
P01830,R01830,UPI,Failed,2.27
P01831,R01831,Credit Card,Failed,60.02
P01832,R01832,Cash,Failed,131.66
P01833,R01833,Debit Card,Failed,131.63
P01834,R01834,Credit Card,Success,54.01
P01835,R01835,UPI,Failed,65.74
P01836,R01836,Credit Card,Pending,11.95
P01837,R01837,Cash,Failed,62.32
P01838,R01838,Cash,Pending,96.2
P01839,R01839,UPI,Failed,36.54
P01840,R01840,Debit Card,Failed,24.59
P01841,R01841,Debit Card,Pending,89.6
P01842,R01842,Credit Card,Success,66.27
P01843,R01843,Debit Card,Failed,113.3
P01844,R01844,Cash,Pending,35.76
P01845,R01845,UPI,Success,40.82
P01846,R01846,Credit Card,Failed,140.81
P01847,R01847,UPI,Pending,58.31
P01848,R01848,Credit Card,Failed,16.65
P01849,R01849,Cash,Pending,62.94
P01850,R01850,Debit Card,Failed,99.69
P01851,R01851,UPI,Success,114.59
P01852,R01852,Debit Card,Failed,30.66
P01853,R01853,Cash,Failed,52.92
P01854,R01854,Cash,Failed,145.89
P01855,R01855,UPI,Success,35.63
P01856,R01856,Cash,Failed,71.47
P01857,R01857,Credit Card,Pending,118.71
P01858,R01858,Cash,Failed,68.04
P01859,R01859,Cash,Pending,29.29
P01860,R01860,Credit Card,Failed,24.66
P01861,R01861,Credit Card,Success,138.63
P01862,R01862,Credit Card,Pending,134.5
P01863,R01863,Cash,Success,119.33
P01864,R01864,Debit Card,Pending,87.42
P01865,R01865,Debit Card,Pending,76.87
P01866,R01866,Credit Card,Success,133.49
P01867,R01867,UPI,Failed,148.24
P01868,R01868,Credit Card,Success,1.48
P01869,R01869,UPI,Failed,32.33
P01870,R01870,Cash,Failed,80.92
P01871,R01871,Debit Card,Pending,109.44
P01872,R01872,Debit Card,Success,88.67
P01873,R01873,Credit Card,Pending,135.89
P01874,R01874,UPI,Failed,121.64
P01875,R01875,UPI,Pending,130.86
P01876,R01876,Credit Card,Success,109.18
P01877,R01877,Debit Card,Failed,14.91
P01878,R01878,UPI,Success,21.57
P01879,R01879,Credit Card,Pending,79.9
P01880,R01880,Credit Card,Failed,76.19
P01881,R01881,Debit Card,Success,76.28
P01882,R01882,UPI,Success,67.17
P01883,R01883,Cash,Failed,138.52
P01884,R01884,UPI,Failed,57.83
P01885,R01885,Debit Card,Failed,80.3
P01886,R01886,UPI,Pending,34.86
P01887,R01887,UPI,Success,8.77
P01888,R01888,Credit Card,Success,88.76
P01889,R01889,Debit Card,Success,111.56
P01890,R01890,UPI,Success,116.41
P01891,R01891,Cash,Pending,129.3
P01892,R01892,Debit Card,Failed,54.31
P01893,R01893,Cash,Pending,12.52
P01894,R01894,Cash,Success,80.17
P01895,R01895,Debit Card,Failed,133.88
P01896,R01896,Cash,Pending,34.05
P01897,R01897,Debit Card,Pending,114.06
P01898,R01898,Cash,Success,0.46
P01899,R01899,Cash,Failed,98.3
P01900,R01900,Credit Card,Failed,76.77
P01901,R01901,Credit Card,Pending,137.37
P01902,R01902,Cash,Failed,9.38
P01903,R01903,UPI,Failed,58.07
P01904,R01904,Credit Card,Failed,102.73
P01905,R01905,UPI,Success,60.46
P01906,R01906,Credit Card,Pending,4.51
P01907,R01907,Debit Card,Failed,146.19
P01908,R01908,Cash,Failed,127.01
P01909,R01909,Debit Card,Failed,124.11
P01910,R01910,Cash,Success,56.47
P01911,R01911,Credit Card,Success,137.84
P01912,R01912,UPI,Success,75.61
P01913,R01913,UPI,Success,49.09
P01914,R01914,Debit Card,Pending,32.39
P01915,R01915,Cash,Pending,140.41
P01916,R01916,UPI,Success,94.34
P01917,R01917,UPI,Success,50.6
P01918,R01918,Cash,Pending,44.61
P01919,R01919,Debit Card,Failed,20.81
P01920,R01920,Debit Card,Failed,17.69
P01921,R01921,Debit Card,Pending,58.97
P01922,R01922,Credit Card,Failed,0.17
P01923,R01923,Cash,Pending,126.01
P01924,R01924,Debit Card,Success,86.41
P01925,R01925,UPI,Pending,138.64
P01926,R01926,Debit Card,Pending,140.7
P01927,R01927,Debit Card,Pending,108.94
P01928,R01928,UPI,Pending,25.05
P01929,R01929,Cash,Pending,81.86
P01930,R01930,Debit Card,Pending,123.66
P01931,R01931,Credit Card,Failed,87.19
P01932,R01932,Debit Card,Success,107.89
P01933,R01933,Credit Card,Success,90.58
P01934,R01934,UPI,Failed,114.05
P01935,R01935,Debit Card,Success,28.55
P01936,R01936,Debit Card,Pending,118.7
P01937,R01937,Cash,Failed,34.17
P01938,R01938,Cash,Pending,121.58
P01939,R01939,Credit Card,Success,34.44
P01940,R01940,UPI,Pending,38.53
P01941,R01941,Cash,Failed,89.69
P01942,R01942,Debit Card,Pending,32.5
P01943,R01943,Debit Card,Pending,116.03
P01944,R01944,Cash,Pending,50.19
P01945,R01945,Cash,Success,127.34
P01946,R01946,UPI,Pending,120.9
P01947,R01947,Credit Card,Pending,131.59
P01948,R01948,UPI,Failed,112.4
P01949,R01949,UPI,Success,4.51
P01950,R01950,Cash,Success,146.91
P01951,R01951,UPI,Success,81.77
P01952,R01952,UPI,Pending,149.31
P01953,R01953,Debit Card,Pending,43.44
P01954,R01954,Cash,Failed,94.82
P01955,R01955,Debit Card,Failed,93.36
P01956,R01956,UPI,Pending,105.84
P01957,R01957,Credit Card,Pending,15.14
P01958,R01958,UPI,Success,84.97
P01959,R01959,Credit Card,Failed,47.22
P01960,R01960,UPI,Failed,145.34
P01961,R01961,Debit Card,Pending,92.53
P01962,R01962,UPI,Pending,144.46
P01963,R01963,Cash,Failed,8.44
P01964,R01964,Debit Card,Failed,2.23
P01965,R01965,UPI,Failed,11.78
P01966,R01966,Credit Card,Pending,14.71
P01967,R01967,UPI,Pending,109.45
P01968,R01968,Debit Card,Success,112.24
P01969,R01969,Debit Card,Success,126.92
P01970,R01970,Debit Card,Pending,45.09
P01971,R01971,Credit Card,Pending,91.14
P01972,R01972,Credit Card,Success,46.6
P01973,R01973,Cash,Success,14.34
P01974,R01974,Credit Card,Pending,108.05
P01975,R01975,Credit Card,Success,14.86
P01976,R01976,Debit Card,Failed,14.18
P01977,R01977,Cash,Failed,116.64
P01978,R01978,Debit Card,Pending,39.15
P01979,R01979,UPI,Success,80.04
P01980,R01980,UPI,Failed,99.18
P01981,R01981,Credit Card,Failed,124.95
P01982,R01982,Cash,Failed,50.19
P01983,R01983,Debit Card,Failed,144.21
P01984,R01984,Debit Card,Pending,9.44
P01985,R01985,Credit Card,Failed,96.42
P01986,R01986,UPI,Pending,124.03
P01987,R01987,Debit Card,Success,82.95
P01988,R01988,Debit Card,Pending,0.18
P01989,R01989,Cash,Pending,57.32
P01990,R01990,Credit Card,Pending,82.07
P01991,R01991,Debit Card,Failed,44.91
P01992,R01992,UPI,Failed,49.5
P01993,R01993,Cash,Pending,76.34
P01994,R01994,Debit Card,Failed,58.51
P01995,R01995,UPI,Success,68.08
P01996,R01996,UPI,Pending,79.31
P01997,R01997,UPI,Failed,100.0
P01998,R01998,Cash,Failed,22.19
P01999,R01999,Debit Card,Pending,143.82
P02000,R02000,Credit Card,Success,5.59
P02001,R02001,Cash,Pending,20.37
P02002,R02002,Debit Card,Failed,141.44
P02003,R02003,Debit Card,Success,133.73
P02004,R02004,Cash,Success,40.96
P02005,R02005,Cash,Success,98.47
P02006,R02006,Debit Card,Pending,83.84
P02007,R02007,Cash,Success,43.94
P02008,R02008,Cash,Success,96.24
P02009,R02009,Debit Card,Failed,67.24
P02010,R02010,Credit Card,Failed,30.24
P02011,R02011,UPI,Failed,79.42
P02012,R02012,Debit Card,Success,112.26
P02013,R02013,Cash,Success,38.86
P02014,R02014,Cash,Pending,98.93
P02015,R02015,Credit Card,Failed,37.33
P02016,R02016,UPI,Pending,118.3
P02017,R02017,Cash,Pending,42.26
P02018,R02018,Credit Card,Success,66.68
P02019,R02019,Credit Card,Success,51.01
P02020,R02020,Credit Card,Failed,25.27
P02021,R02021,UPI,Pending,94.47
P02022,R02022,Cash,Failed,117.14
P02023,R02023,UPI,Success,94.17
P02024,R02024,Debit Card,Pending,96.23
P02025,R02025,UPI,Failed,46.57
