ride_id,customer_id,driver_id,pickup_datetime,drop_datetime,pickup_location,drop_location,distance_km,fare,payment_method,ride_status
R02508,C0244,D0243,2026-05-12 17:57:04.249823,2026-05-12 18:42:04.249823,Railway Station,Bus Stand,20.62,431.16,Credit Card,Completed
R02509,C0842,D0081,2026-07-05 15:28:04.249862,2026-07-05 16:26:04.249862,Hospital,Metro Station,24.49,522.82,Debit Card,Cancelled
R02510,C0834,D0463,2026-01-01 02:45:04.249914,2026-01-01 03:10:04.249914,Metro Station,Railway Station,21.11,419.98,Credit Card,Completed
R02511,C0262,D0473,2026-02-25 02:58:04.249955,2026-02-25 03:13:04.249955,Airport,Metro Station,11.18,272.24,Credit Card,Completed
R02512,C0380,D0286,2026-04-01 18:45:04.249994,2026-04-01 19:53:04.249994,Mall,Metro Station,23.84,459.12,Cash,Completed
R02513,C0476,D0146,2025-12-18 20:32:04.250031,2025-12-18 21:26:04.250031,IT Park,University,13.77,346.86,Debit Card,Cancelled
R02514,C0507,D0246,2026-05-12 18:21:04.250065,2026-05-12 18:57:04.250065,Airport,Railway Station,3.3,142.4,Debit Card,Cancelled
R02515,C0791,D0467,2026-07-25 03:22:04.250100,2026-07-25 04:25:04.250100,Airport,Hospital,2.41,108.38,UPI,Cancelled
R02516,C0678,D0131,2025-09-26 01:48:04.250135,2025-09-26 02:31:04.250135,Residential Area,Hospital,17.0,334.0,Cash,Cancelled
R02517,C0262,D0163,2026-01-25 15:05:04.250178,2026-01-25 15:55:04.250178,City Center,Mall,27.07,576.26,Cash,Completed
R02518,C0097,D0379,2025-09-04 07:56:04.250231,2025-09-04 09:09:04.250231,Metro Station,Mall,15.64,368.52,Credit Card,Cancelled
R02519,C0062,D0009,2026-01-12 22:40:04.250273,2026-01-12 23:24:04.250273,Railway Station,Mall,25.71,545.78,UPI,Cancelled
R02520,C0911,D0442,2026-02-02 01:49:04.250306,2026-02-02 02:36:04.250306,Hospital,Railway Station,10.99,265.82,Credit Card,Cancelled
R02521,C0039,D0390,2025-12-01 04:08:04.250342,2025-12-01 05:19:04.250342,Railway Station,University,20.8,445.4,Cash,Completed
R02522,C0339,D0066,2025-12-25 09:42:04.250378,2025-12-25 11:09:04.250378,Railway Station,Residential Area,19.61,395.98,UPI,Cancelled
R02523,C0298,D0429,2026-03-10 19:00:04.250413,2026-03-10 19:35:04.250413,Metro Station,IT Park,17.11,334.98,Credit Card,Completed
R02524,C0621,D0122,2026-02-28 04:05:04.250449,2026-02-28 05:02:04.250449,University,Mall,25.82,511.76,Credit Card,Completed
R02525,C0911,D0490,2026-05-12 21:12:04.250488,2026-05-12 22:39:04.250488,Bus Stand,Railway Station,10.65,281.7,Debit Card,Completed
R02526,C0278,D0458,2025-11-11 14:21:04.250528,2025-11-11 15:19:04.250528,Railway Station,Metro Station,11.22,270.96,Debit Card,Completed
R02527,C0745,D0031,2025-08-29 14:47:04.250560,2025-08-29 15:21:04.250560,Bus Stand,University,23.89,492.02,Debit Card,Completed
R02528,C0202,D0336,2026-02-07 22:34:04.250595,2026-02-07 23:11:04.250595,University,Metro Station,7.38,165.84,Debit Card,Completed
R02529,C0827,D0146,2026-01-06 04:41:04.250632,2026-01-06 05:09:04.250632,Railway Station,Residential Area,20.2,402.6,UPI,Cancelled
R02530,C0349,D0050,2025-10-21 01:14:04.250667,2025-10-21 01:41:04.250667,Bus Stand,Metro Station,4.36,166.48,Cash,Cancelled
R02531,C0821,D0499,2026-01-22 10:18:04.250703,2026-01-22 11:30:04.250703,Railway Station,IT Park,16.72,322.96,Cash,Cancelled
R02532,C0798,D0141,2026-02-09 19:56:04.250738,2026-02-09 21:07:04.250738,Hospital,Bus Stand,20.19,422.42,Credit Card,Cancelled
R02533,C0448,D0050,2026-05-10 08:45:04.250774,2026-05-10 09:55:04.250774,Metro Station,Metro Station,5.35,129.3,UPI,Completed
R02534,C0993,D0013,2025-11-25 15:58:04.250808,2025-11-25 17:11:04.250808,City Center,Metro Station,13.81,340.58,UPI,Cancelled
R02535,C0974,D0106,2026-03-26 16:27:04.250843,2026-03-26 17:01:04.250843,University,Airport,26.33,524.94,Credit Card,Cancelled
R02536,C0237,D0319,2025-10-05 04:20:04.250888,2025-10-05 05:27:04.250888,Residential Area,City Center,20.31,417.58,UPI,Completed
R02537,C0056,D0455,2026-01-31 21:26:04.250926,2026-01-31 22:54:04.250926,Residential Area,Bus Stand,12.96,267.28,Cash,Cancelled
R02538,C0719,D0483,2026-01-29 22:45:04.250967,2026-01-29 23:27:04.250967,IT Park,IT Park,8.37,227.66,Debit Card,Cancelled
R02539,C0271,D0176,2026-04-20 20:09:04.251006,2026-04-20 20:32:04.251006,University,City Center,27.06,536.08,Cash,Completed
R02540,C0175,D0063,2026-07-17 13:38:04.251042,2026-07-17 14:02:04.251042,Mall,City Center,2.72,96.96,UPI,Cancelled
R02541,C0479,D0059,2025-09-26 02:32:04.251085,2025-09-26 03:53:04.251085,Bus Stand,University,5.14,163.52,Credit Card,Completed
R02542,C0105,D0472,2026-03-02 12:16:04.251124,2026-03-02 12:34:04.251124,IT Park,Railway Station,24.1,474.8,Debit Card,Cancelled
R02543,C0787,D0082,2026-06-27 07:37:04.251163,2026-06-27 08:09:04.251163,Hospital,University,17.5,409.0,UPI,Cancelled
R02544,C0514,D0328,2025-12-04 10:58:04.251203,2025-12-04 11:30:04.251203,Residential Area,City Center,7.24,192.32,UPI,Completed
R02545,C0870,D0374,2026-03-04 02:25:04.251307,2026-03-04 03:07:04.251307,Hospital,Residential Area,25.5,524.0,UPI,Completed
R02546,C0304,D0133,2026-03-29 03:51:04.251346,2026-03-29 04:01:04.251346,Bus Stand,Railway Station,6.7,194.6,Credit Card,Completed
R02547,C0884,D0373,2026-01-11 07:49:04.251385,2026-01-11 08:45:04.251385,Metro Station,Railway Station,18.73,388.14,UPI,Completed
R02548,C0439,D0195,2026-01-16 18:04:04.251437,2026-01-16 19:29:04.251437,Mall,University,27.47,557.46,Credit Card,Completed
R02549,C0151,D0417,2026-06-05 17:00:04.251477,2026-06-05 18:16:04.251477,Metro Station,City Center,3.09,129.62,Cash,Cancelled
R02550,C0958,D0177,2026-07-04 22:42:04.251516,2026-07-05 00:07:04.251516,University,City Center,22.12,470.16,UPI,Cancelled
R02551,C0803,D0404,2026-04-17 12:49:04.251555,2026-04-17 13:09:04.251555,IT Park,Airport,22.01,481.18,Debit Card,Completed
R02552,C1000,D0048,2026-04-05 21:33:04.251594,2026-04-05 22:26:04.251594,University,Metro Station,11.07,264.26,Debit Card,Completed
R02553,C0014,D0412,2025-12-21 03:59:04.251632,2025-12-21 04:52:04.251632,Mall,Railway Station,29.57,556.26,Cash,Cancelled
R02554,C0867,D0241,2026-06-10 16:04:04.251681,2026-06-10 16:49:04.251681,Metro Station,Hospital,19.38,368.84,UPI,Cancelled
R02555,C0911,D0204,2025-11-01 18:23:04.251719,2025-11-01 19:03:04.251719,Railway Station,Airport,28.18,568.24,UPI,Completed
R02556,C0993,D0129,2026-06-26 15:25:04.251757,2026-06-26 16:20:04.251757,Residential Area,City Center,2.64,113.52,Credit Card,Cancelled
R02557,C0357,D0225,2025-10-23 15:44:04.251795,2025-10-23 17:11:04.251795,Metro Station,Hospital,21.79,485.22,Credit Card,Completed
R02558,C0485,D0338,2026-04-28 04:49:04.251838,2026-04-28 05:34:04.251838,Hospital,Mall,21.41,435.38,UPI,Completed
R02559,C0109,D0046,2025-12-17 03:32:04.251886,2025-12-17 04:40:04.251886,Hospital,Bus Stand,15.49,378.82,Credit Card,Cancelled
R02560,C0271,D0293,2025-08-20 22:18:04.251924,2025-08-20 22:57:04.251924,IT Park,Hospital,22.86,449.48,Cash,Completed
R02561,C0661,D0402,2026-07-14 01:15:04.251962,2026-07-14 02:02:04.251962,City Center,Hospital,6.82,211.76,UPI,Cancelled
R02562,C0049,D0306,2025-09-20 10:59:04.252004,2025-09-20 12:18:04.252004,Airport,Hospital,10.84,224.12,Cash,Completed
R02563,C0070,D0115,2026-07-10 23:18:04.252044,2026-07-11 00:43:04.252044,Hospital,Railway Station,18.94,401.92,UPI,Cancelled
R02564,C0568,D0484,2026-01-29 11:16:04.252083,2026-01-29 11:44:04.252083,Airport,Metro Station,18.27,361.86,Debit Card,Completed
R02565,C0567,D0008,2025-10-29 11:12:04.252121,2025-10-29 11:55:04.252121,Mall,Mall,7.43,224.74,Debit Card,Cancelled
R02566,C0993,D0433,2025-08-06 20:52:04.252160,2025-08-06 21:47:04.252160,Hospital,Airport,13.3,280.4,UPI,Completed
R02567,C0608,D0084,2025-12-31 15:13:04.252198,2025-12-31 16:39:04.252198,Airport,Airport,9.91,213.38,UPI,Completed
R02568,C0768,D0463,2025-12-22 07:49:04.252259,2025-12-22 09:11:04.252259,University,City Center,2.19,131.42,UPI,Completed
R02569,C0643,D0473,2025-09-15 23:05:04.252300,2025-09-15 23:29:04.252300,Bus Stand,IT Park,4.11,127.98,Cash,Completed
R02570,C0394,D0365,2026-04-13 10:40:04.252337,2026-04-13 11:56:04.252337,Bus Stand,City Center,15.5,300.0,Credit Card,Completed
R02571,C0368,D0271,2026-04-10 05:40:04.252375,2026-04-10 06:15:04.252375,Mall,Residential Area,3.22,88.96,UPI,Cancelled
R02572,C0757,D0096,2025-10-29 04:06:04.252412,2025-10-29 05:34:04.252412,Residential Area,IT Park,19.17,367.06,Credit Card,Cancelled
R02573,C0222,D0161,2026-05-18 20:06:04.252560,2026-05-18 21:35:04.252560,Metro Station,Airport,7.12,202.16,Debit Card,Cancelled
R02574,C0115,D0290,2026-01-15 19:27:04.252608,2026-01-15 20:39:04.252608,Residential Area,Mall,20.99,425.82,Credit Card,Cancelled
R02575,C0578,D0335,2026-03-21 15:50:04.252646,2026-03-21 17:20:04.252646,Railway Station,Railway Station,7.01,201.18,Cash,Completed
R02576,C0608,D0060,2026-03-29 22:47:04.252684,2026-03-30 00:15:04.252684,Residential Area,Mall,6.53,138.54,Debit Card,Completed
R02577,C0378,D0161,2025-12-01 17:07:04.252723,2025-12-01 17:32:04.252723,Residential Area,Hospital,23.85,473.3,Debit Card,Cancelled
R02578,C0104,D0026,2025-11-26 12:32:04.252765,2025-11-26 13:43:04.252765,IT Park,Bus Stand,8.89,181.02,UPI,Cancelled
R02579,C0818,D0220,2026-06-26 02:21:04.252804,2026-06-26 03:48:04.252804,City Center,Hospital,18.51,364.18,Cash,Completed
R02580,C0965,D0021,2025-12-04 18:47:04.252840,2025-12-04 20:16:04.252840,Residential Area,University,26.88,553.84,UPI,Cancelled
R02581,C0777,D0285,2025-10-13 12:29:04.252892,2025-10-13 13:06:04.252892,Mall,Railway Station,24.0,484.0,Debit Card,Completed
R02582,C0614,D0059,2026-03-17 11:24:04.252935,2026-03-17 12:10:04.252935,University,IT Park,18.55,417.9,Credit Card,Completed
R02583,C0807,D0085,2026-01-23 09:48:04.252971,2026-01-23 10:17:04.252971,Railway Station,Mall,12.79,298.22,Cash,Completed
R02584,C0284,D0186,2026-04-24 01:24:04.253008,2026-04-24 02:10:04.253008,Residential Area,Mall,17.9,395.2,Cash,Completed
R02585,C0496,D0150,2025-10-05 17:42:04.253046,2025-10-05 19:01:04.253046,University,Hospital,2.62,134.16,Cash,Completed
R02586,C0189,D0369,2025-11-18 21:20:04.253080,2025-11-18 21:55:04.253080,Residential Area,University,26.74,557.32,Cash,Completed
R02587,C0752,D0163,2025-09-09 02:16:04.253114,2025-09-09 02:58:04.253114,IT Park,Mall,3.38,88.84,Credit Card,Completed
R02588,C0298,D0085,2025-12-16 03:25:04.253158,2025-12-16 04:12:04.253158,Railway Station,IT Park,6.57,182.26,Credit Card,Completed
R02589,C0325,D0181,2026-01-18 12:40:04.253196,2026-01-18 13:54:04.253196,Bus Stand,Hospital,15.49,302.82,UPI,Completed
R02590,C0355,D0198,2026-02-20 13:00:04.253247,2026-02-20 13:30:04.253247,IT Park,Mall,11.92,303.56,Cash,Completed
R02591,C0417,D0466,2025-12-25 23:43:04.253284,2025-12-26 01:09:04.253284,Airport,IT Park,21.05,410.9,Cash,Cancelled
R02592,C0955,D0381,2026-01-14 21:42:04.253319,2026-01-14 22:46:04.253319,Airport,Railway Station,16.46,336.28,UPI,Completed
R02593,C0514,D0340,2026-07-31 03:15:04.253352,2026-07-31 04:04:04.253352,University,Railway Station,16.65,329.7,UPI,Cancelled
R02594,C0181,D0401,2025-08-22 07:53:04.253386,2025-08-22 08:35:04.253386,University,Airport,15.07,353.26,Credit Card,Completed
R02595,C0691,D0258,2026-05-09 13:04:04.253441,2026-05-09 14:20:04.253441,Residential Area,Bus Stand,16.71,329.78,Debit Card,Completed
R02596,C0113,D0221,2026-04-12 06:48:04.253476,2026-04-12 07:56:04.253476,Residential Area,Mall,27.6,553.8,Debit Card,Completed
R02597,C0852,D0137,2026-07-21 02:26:04.253512,2026-07-21 03:08:04.253512,IT Park,Bus Stand,17.48,406.64,Cash,Completed
R02598,C0896,D0224,2026-07-13 21:11:04.253555,2026-07-13 22:34:04.253555,IT Park,Hospital,13.21,275.78,Cash,Cancelled
R02599,C0783,D0437,2026-04-29 19:30:04.253594,2026-04-29 19:59:04.253594,City Center,Mall,5.53,158.54,Cash,Completed
R02600,C0949,D0241,2026-07-15 05:54:04.253627,2026-07-15 06:05:04.253627,Bus Stand,Bus Stand,22.3,487.4,Debit Card,Cancelled
R02601,C0932,D0464,2025-12-18 07:00:04.253661,2025-12-18 07:17:04.253661,Metro Station,Airport,18.29,389.22,Cash,Cancelled
R02602,C0389,D0468,2026-02-03 22:52:04.253697,2026-02-03 23:06:04.253697,Railway Station,IT Park,5.48,184.64,Credit Card,Cancelled
R02603,C0815,D0435,2026-04-02 13:33:04.253733,2026-04-02 14:30:04.253733,Metro Station,Metro Station,12.34,313.12,UPI,Completed
R02604,C0368,D0162,2025-11-27 15:09:04.253769,2025-11-27 16:17:04.253769,Metro Station,Residential Area,22.46,450.28,Debit Card,Cancelled
R02605,C0139,D0283,2025-08-27 13:44:04.253816,2025-08-27 14:54:04.253816,Airport,Hospital,9.63,266.34,Debit Card,Completed
R02606,C0236,D0102,2026-05-28 14:52:04.253855,2026-05-28 15:33:04.253855,Residential Area,City Center,5.83,182.94,Credit Card,Cancelled
R02607,C0266,D0289,2025-11-10 09:47:04.253907,2025-11-10 10:18:04.253907,Airport,Metro Station,24.5,473.0,Cash,Completed
R02608,C0610,D0403,2026-04-08 18:04:04.253955,2026-04-08 19:32:04.253955,Airport,IT Park,2.56,107.08,UPI,Cancelled
R02609,C0351,D0310,2026-03-26 14:27:04.253997,2026-03-26 15:22:04.253997,Railway Station,IT Park,9.27,227.86,Credit Card,Cancelled
R02610,C0175,D0303,2026-05-19 12:00:04.254033,2026-05-19 13:11:04.254033,Airport,University,29.06,616.08,Debit Card,Completed
R02611,C0873,D0151,2026-04-12 10:42:04.254082,2026-04-12 11:17:04.254082,University,Residential Area,3.07,78.26,Debit Card,Cancelled
R02612,C0223,D0329,2026-02-14 06:14:04.254123,2026-02-14 07:10:04.254123,Railway Station,Metro Station,3.64,95.52,Debit Card,Cancelled
R02613,C0562,D0415,2026-06-11 16:55:04.254163,2026-06-11 18:19:04.254163,University,Railway Station,17.47,401.46,Debit Card,Completed
R02614,C0216,D0089,2025-10-27 20:50:04.254203,2025-10-27 21:04:04.254203,Airport,University,7.36,169.48,UPI,Completed
R02615,C0824,D0323,2026-07-12 14:33:04.254268,2026-07-12 15:57:04.254268,Hospital,City Center,26.96,539.28,Credit Card,Completed
R02616,C0908,D0058,2026-05-20 05:41:04.254306,2026-05-20 06:59:04.254306,IT Park,Bus Stand,27.84,584.12,Cash,Cancelled
R02617,C0773,D0300,2026-04-06 11:41:04.254345,2026-04-06 12:04:04.254345,Bus Stand,IT Park,14.1,278.8,UPI,Cancelled
R02618,C0847,D0117,2026-02-15 23:18:04.254390,2026-02-16 00:01:04.254390,Hospital,Airport,20.67,453.06,Credit Card,Cancelled
R02619,C0136,D0453,2026-01-26 19:13:04.254433,2026-01-26 20:15:04.254433,Hospital,Airport,4.79,155.22,Credit Card,Completed
R02620,C0358,D0302,2025-12-23 17:24:04.254471,2025-12-23 18:29:04.254471,Residential Area,Airport,10.5,274.0,Credit Card,Completed
R02621,C0299,D0246,2026-02-23 00:35:04.254510,2026-02-23 00:58:04.254510,IT Park,City Center,20.06,427.08,UPI,Cancelled
R02622,C0596,D0154,2026-04-12 16:53:04.254549,2026-04-12 17:39:04.254549,Bus Stand,Railway Station,25.85,486.3,Cash,Cancelled
R02623,C0758,D0372,2025-11-07 00:47:04.254588,2025-11-07 02:06:04.254588,City Center,IT Park,20.53,450.54,Credit Card,Cancelled
R02624,C0945,D0497,2025-12-21 01:08:04.254627,2025-12-21 02:30:04.254627,Railway Station,Residential Area,4.59,151.62,Credit Card,Cancelled
R02625,C0090,D0247,2026-08-02 11:50:04.254666,2026-08-02 12:38:04.254666,Hospital,Residential Area,17.92,414.56,Cash,Cancelled
R02626,C0538,D0159,2026-02-11 04:49:04.254705,2026-02-11 06:14:04.254705,University,Railway Station,7.04,155.72,Credit Card,Completed
R02627,C0786,D0265,2026-05-05 10:47:04.254751,2026-05-05 11:57:04.254751,University,Residential Area,4.36,169.48,Credit Card,Completed
R02628,C0858,D0246,2026-06-06 20:37:04.254795,2026-06-06 21:01:04.254795,University,Mall,18.94,414.92,Debit Card,Cancelled
R02629,C0255,D0230,2025-11-27 21:19:04.254833,2025-11-27 21:50:04.254833,Hospital,University,25.37,541.66,Debit Card,Cancelled
R02630,C0903,D0294,2025-08-20 20:55:04.254870,2025-08-20 22:10:04.254870,University,University,17.93,416.74,UPI,Completed
R02631,C0652,D0341,2026-02-04 17:19:04.254917,2026-02-04 18:10:04.254917,Bus Stand,Bus Stand,10.71,239.78,Cash,Completed
R02632,C0323,D0426,2026-01-20 01:23:04.254952,2026-01-20 02:48:04.254952,IT Park,IT Park,28.55,582.9,Cash,Completed
R02633,C0955,D0396,2025-12-17 17:04:04.254986,2025-12-17 17:29:04.254986,Bus Stand,Railway Station,25.46,536.28,Credit Card,Cancelled
R02634,C0635,D0251,2026-06-15 09:43:04.255020,2026-06-15 10:48:04.255020,Railway Station,Residential Area,20.51,418.18,Cash,Cancelled
R02635,C0814,D0451,2026-06-11 19:03:04.255055,2026-06-11 20:33:04.255055,Metro Station,Hospital,13.15,336.7,Credit Card,Cancelled
R02636,C0732,D0081,2025-11-17 16:25:04.255087,2025-11-17 16:47:04.255087,Residential Area,City Center,11.84,260.12,UPI,Cancelled
R02637,C0372,D0230,2025-11-03 16:52:04.255126,2025-11-03 17:25:04.255126,University,IT Park,15.58,377.44,Debit Card,Cancelled
R02638,C0787,D0364,2025-09-14 17:36:04.255168,2025-09-14 18:53:04.255168,Residential Area,Residential Area,22.37,471.66,Cash,Cancelled
R02639,C0816,D0088,2026-05-25 08:50:04.255207,2026-05-25 09:05:04.255207,Mall,Mall,22.47,497.46,UPI,Cancelled
R02640,C0895,D0279,2026-03-07 02:12:04.255265,2026-03-07 02:41:04.255265,City Center,Railway Station,4.34,114.12,Credit Card,Cancelled
R02641,C0765,D0109,2026-02-06 06:45:04.255301,2026-02-06 08:03:04.255301,Residential Area,Railway Station,6.98,174.64,Credit Card,Cancelled
R02642,C0954,D0263,2026-04-10 22:15:04.255339,2026-04-10 22:59:04.255339,University,Railway Station,19.11,433.98,Debit Card,Completed
R02643,C0060,D0392,2026-04-09 08:25:04.255374,2026-04-09 09:50:04.255374,Railway Station,University,20.5,443.0,UPI,Completed
R02644,C0478,D0087,2025-10-03 21:29:04.255419,2025-10-03 21:40:04.255419,Hospital,Airport,29.74,563.32,Credit Card,Completed
R02645,C0867,D0363,2026-04-26 13:38:04.255455,2026-04-26 13:55:04.255455,University,Bus Stand,19.4,406.2,Cash,Completed
R02646,C0762,D0074,2025-09-12 12:04:04.255490,2025-09-12 13:21:04.255490,Residential Area,Metro Station,12.48,260.64,Cash,Completed
R02647,C0256,D0071,2026-04-22 21:24:04.255527,2026-04-22 22:26:04.255527,IT Park,Metro Station,10.31,262.58,Debit Card,Completed
R02648,C0362,D0160,2025-09-24 18:58:04.255565,2025-09-24 19:36:04.255565,Metro Station,Airport,15.24,303.32,Cash,Cancelled
R02649,C0262,D0200,2026-02-21 13:19:04.255601,2026-02-21 14:38:04.255601,Mall,Railway Station,15.41,321.38,Debit Card,Cancelled
R02650,C0262,D0427,2025-10-11 12:10:04.255636,2025-10-11 13:31:04.255636,Mall,Residential Area,18.08,415.44,Credit Card,Cancelled
R02651,C0520,D0256,2025-08-06 15:05:04.255670,2025-08-06 15:53:04.255670,Mall,University,25.98,498.64,Cash,Completed
R02652,C0599,D0345,2025-10-10 18:23:04.255706,2025-10-10 19:46:04.255706,Railway Station,Mall,10.16,266.88,Credit Card,Completed
R02653,C0075,D0221,2026-06-01 06:19:04.255741,2026-06-01 07:01:04.255741,Bus Stand,Hospital,29.36,561.48,Cash,Cancelled
R02654,C0837,D0228,2026-07-10 21:31:04.255773,2026-07-10 22:48:04.255773,Hospital,Hospital,5.8,160.4,Cash,Cancelled
R02655,C0092,D0423,2025-09-08 05:49:04.255810,2025-09-08 06:58:04.255810,IT Park,Bus Stand,20.28,430.04,Cash,Completed
R02656,C0841,D0476,2026-07-02 17:35:04.255844,2026-07-02 18:10:04.255844,City Center,City Center,16.24,331.32,Credit Card,Cancelled
R02657,C0781,D0183,2025-11-17 06:13:04.255894,2025-11-17 07:03:04.255894,University,Bus Stand,26.72,533.96,Cash,Completed
R02658,C0483,D0217,2025-12-26 11:49:04.255934,2025-12-26 12:52:04.255934,Mall,City Center,13.37,260.66,Credit Card,Cancelled
R02659,C0098,D0488,2026-05-12 07:31:04.255970,2026-05-12 08:00:04.255970,Residential Area,IT Park,18.82,382.76,Debit Card,Completed
R02660,C0923,D0260,2025-12-17 00:49:04.256005,2025-12-17 01:19:04.256005,City Center,City Center,15.5,351.0,Credit Card,Cancelled
R02661,C0786,D0215,2025-09-27 10:58:04.256040,2025-09-27 12:22:04.256040,IT Park,Mall,18.7,374.6,Debit Card,Cancelled
R02662,C0980,D0433,2026-05-17 05:43:04.256075,2026-05-17 06:51:04.256075,Mall,University,18.48,415.64,UPI,Cancelled
R02663,C0777,D0397,2026-03-21 14:59:04.256117,2026-03-21 15:30:04.256117,Railway Station,University,21.97,415.46,Debit Card,Completed
R02664,C0069,D0426,2025-10-03 14:58:04.256154,2025-10-03 16:22:04.256154,Residential Area,Bus Stand,17.11,336.98,Debit Card,Cancelled
R02665,C0461,D0367,2025-09-09 19:41:04.256189,2025-09-09 20:04:04.256189,Hospital,University,24.0,470.0,Cash,Completed
R02666,C0362,D0059,2026-02-14 22:16:04.256239,2026-02-14 22:55:04.256239,Residential Area,City Center,26.63,546.34,UPI,Completed
R02667,C0612,D0369,2025-08-20 20:39:04.256282,2025-08-20 21:30:04.256282,Hospital,Railway Station,26.2,542.6,Cash,Completed
R02668,C0464,D0418,2026-06-12 04:13:04.256324,2026-06-12 04:49:04.256324,City Center,IT Park,17.24,380.32,Cash,Cancelled
R02669,C0266,D0367,2025-10-21 04:43:04.256365,2025-10-21 05:52:04.256365,City Center,Airport,27.45,515.1,UPI,Cancelled
R02670,C0062,D0361,2025-11-27 23:26:04.256403,2025-11-27 23:57:04.256403,Bus Stand,Residential Area,2.86,82.48,Credit Card,Cancelled
R02671,C0008,D0325,2026-05-06 16:56:04.256441,2026-05-06 17:16:04.256441,Railway Station,Residential Area,29.9,587.2,UPI,Cancelled
R02672,C0026,D0049,2026-05-27 05:24:04.256489,2026-05-27 05:47:04.256489,University,Metro Station,16.79,396.22,Debit Card,Completed
R02673,C0930,D0383,2025-09-04 15:33:04.256529,2025-09-04 16:39:04.256529,Mall,Residential Area,7.17,222.06,UPI,Cancelled
R02674,C0978,D0214,2026-07-03 21:42:04.256568,2026-07-03 22:24:04.256568,Bus Stand,Hospital,15.81,356.58,Credit Card,Completed
R02675,C0135,D0389,2025-10-02 18:14:04.256608,2025-10-02 19:43:04.256608,University,Metro Station,23.14,499.52,UPI,Completed
R02676,C0653,D0242,2026-04-01 06:40:04.256647,2026-04-01 07:27:04.256647,City Center,City Center,14.43,292.74,Credit Card,Cancelled
R02677,C0577,D0322,2026-07-16 08:20:04.256685,2026-07-16 09:02:04.256685,Mall,Bus Stand,12.6,303.8,Credit Card,Completed
R02678,C0218,D0230,2025-11-18 21:26:04.256734,2025-11-18 21:44:04.256734,Residential Area,City Center,23.22,495.96,Cash,Cancelled
R02679,C0956,D0414,2025-08-25 08:54:04.256778,2025-08-25 10:12:04.256778,Railway Station,Bus Stand,20.35,420.3,UPI,Completed
R02680,C0951,D0499,2025-12-18 06:03:04.256813,2025-12-18 06:28:04.256813,Bus Stand,Railway Station,15.49,363.82,Cash,Cancelled
R02681,C0637,D0145,2025-10-03 18:36:04.256850,2025-10-03 19:12:04.256850,Hospital,Residential Area,26.09,561.62,Cash,Completed
R02682,C0439,D0299,2026-02-13 06:59:04.256900,2026-02-13 07:55:04.256900,Mall,City Center,25.64,508.52,UPI,Cancelled
R02683,C0699,D0165,2026-02-11 19:10:04.256946,2026-02-11 19:51:04.256946,City Center,Bus Stand,15.02,349.36,Credit Card,Cancelled
R02684,C0654,D0252,2025-11-01 05:10:04.256984,2025-11-01 06:13:04.256984,Residential Area,Railway Station,7.77,169.86,Debit Card,Completed
R02685,C0568,D0253,2025-09-02 02:57:04.257018,2025-09-02 03:29:04.257018,Metro Station,Bus Stand,17.99,389.82,Debit Card,Cancelled
R02686,C0443,D0350,2026-07-13 06:43:04.257054,2026-07-13 07:29:04.257054,City Center,Residential Area,2.9,127.2,UPI,Completed
R02687,C0177,D0500,2025-09-23 16:52:04.257090,2025-09-23 18:22:04.257090,Residential Area,Bus Stand,26.67,544.06,Debit Card,Completed
R02688,C0701,D0106,2026-05-09 05:41:04.257136,2026-05-09 06:13:04.257136,Mall,IT Park,3.09,153.62,Credit Card,Cancelled
R02689,C0239,D0124,2025-09-19 21:51:04.257175,2025-09-19 22:52:04.257175,Bus Stand,Airport,5.98,145.64,Credit Card,Cancelled
R02690,C0439,D0390,2026-04-30 18:42:04.257236,2026-04-30 19:12:04.257236,IT Park,Mall,3.95,149.1,Cash,Completed
R02691,C0219,D0014,2025-12-21 15:47:04.257278,2025-12-21 17:07:04.257278,Airport,City Center,27.42,571.56,Credit Card,Cancelled
R02692,C0854,D0432,2025-09-03 15:44:04.257313,2025-09-03 16:17:04.257313,Metro Station,University,25.48,497.64,UPI,Completed
R02693,C0674,D0167,2026-05-12 23:48:04.257348,2026-05-13 00:47:04.257348,Mall,Mall,26.14,493.52,Debit Card,Completed
R02694,C0195,D0349,2026-01-28 21:18:04.257385,2026-01-28 21:32:04.257385,Hospital,Airport,29.31,605.58,Cash,Completed
R02695,C0582,D0094,2026-01-22 05:09:04.257426,2026-01-22 06:36:04.257426,Airport,Metro Station,28.6,598.8,UPI,Cancelled
R02696,C0615,D0089,2025-10-20 23:34:04.257471,2025-10-21 00:58:04.257471,Airport,Airport,22.57,488.26,Debit Card,Cancelled
R02697,C0242,D0276,2026-07-02 06:22:04.257510,2026-07-02 07:30:04.257510,Mall,IT Park,9.85,268.3,Credit Card,Cancelled
R02698,C0624,D0496,2026-01-13 06:30:04.257550,2026-01-13 07:15:04.257550,Residential Area,Mall,24.51,468.18,Cash,Cancelled
R02699,C0692,D0393,2025-08-14 19:30:04.257587,2025-08-14 20:08:04.257587,University,Airport,12.44,248.92,Cash,Cancelled
R02700,C0288,D0471,2025-09-29 17:39:04.257623,2025-09-29 18:42:04.257623,Mall,Bus Stand,10.98,293.64,Credit Card,Cancelled
R02701,C0838,D0277,2025-10-26 05:46:04.257659,2025-10-26 06:55:04.257659,Airport,Residential Area,10.5,232.0,UPI,Completed
